"Connection
Origin",,"Connection
Termination",,"Data
Type","Article
Reported
Value","Article
Selected
Value?","Selected
Value
Date","Site Size
Relative
To Region","Site
Extension","Extended
Regions","Pathway
Tracer","Male or
Female","Primary
Collator","Additional
Collator",Reference Article,"Regional
Nomenclature
Applied","Additional
Annotations"
one,MOB,one,SSs,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Schwob & Price (1978) Brain Res. 151:369-374.,other,See Figs. 1 & 2(P-9) for comparison with other terminal fields (no terminal field if not shown).
one,MOB,two,SSs,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Price (1973) J. Comp. Neurol. 150:87-108.,other,"Not reported (observed). Confirms Fink-Heimer degeneration method (Heimer, 1968, see pp. 426-427). No commissural projections from the MOB have been reported in mammals (see Shipley et al., 2004, p. 937)."
one,MOB,one,PTLp,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Schwob & Price (1978) Brain Res. 151:369-374.,other,See Figs. 1 & 2(P-9) for comparison with other terminal fields (no terminal field if not shown).
one,MOB,two,PTLp,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Price (1973) J. Comp. Neurol. 150:87-108.,other,"Not reported (observed). Confirms Fink-Heimer degeneration method (Heimer, 1968, see pp. 426-427). No commissural projections from the MOB have been reported in mammals (see Shipley et al., 2004, p. 937)."
one,MOB,one,PERI,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Schwob & Price (1978) Brain Res. 151:369-374.,other,See Figs. 1 & 2(P-9) for comparison with other terminal fields (no terminal field if not shown).
one,MOB,two,PERI,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Price (1973) J. Comp. Neurol. 150:87-108.,other,"Not reported (observed). Confirms Fink-Heimer degeneration method (Heimer, 1968, see pp. 426-427). No commissural projections from the MOB have been reported in mammals (see Shipley et al., 2004, p. 937)."
one,MOB,one,ECT,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Schwob & Price (1978) Brain Res. 151:369-374.,other,See Figs. 1 & 2(P-9) for comparison with other terminal fields (no terminal field if not shown).
one,MOB,two,ECT,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Price (1973) J. Comp. Neurol. 150:87-108.,other,"Not reported (observed). Confirms Fink-Heimer degeneration method (Heimer, 1968, see pp. 426-427). No commissural projections from the MOB have been reported in mammals (see Shipley et al., 2004, p. 937)."
one,MOB,one,TEa,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Schwob & Price (1978) Brain Res. 151:369-374.,other,See Figs. 1 & 2(P-9) for comparison with other terminal fields (no terminal field if not shown).
one,MOB,two,TEa,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Price (1973) J. Comp. Neurol. 150:87-108.,other,"Not reported (observed). Confirms Fink-Heimer degeneration method (Heimer, 1968, see pp. 426-427). No commissural projections from the MOB have been reported in mammals (see Shipley et al., 2004, p. 937)."
one,MOB,one,AUDv,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Schwob & Price (1978) Brain Res. 151:369-374.,other,See Figs. 1 & 2(P-9) for comparison with other terminal fields (no terminal field if not shown).
one,MOB,two,AUDv,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Price (1973) J. Comp. Neurol. 150:87-108.,other,"Not reported (observed). Confirms Fink-Heimer degeneration method (Heimer, 1968, see pp. 426-427). No commissural projections from the MOB have been reported in mammals (see Shipley et al., 2004, p. 937)."
one,MOB,one,AUDp,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Schwob & Price (1978) Brain Res. 151:369-374.,other,See Figs. 1 & 2(P-9) for comparison with other terminal fields (no terminal field if not shown).
one,MOB,two,AUDp,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Price (1973) J. Comp. Neurol. 150:87-108.,other,"Not reported (observed). Confirms Fink-Heimer degeneration method (Heimer, 1968, see pp. 426-427). No commissural projections from the MOB have been reported in mammals (see Shipley et al., 2004, p. 937)."
one,MOB,one,AUDd,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Schwob & Price (1978) Brain Res. 151:369-374.,other,See Figs. 1 & 2(P-9) for comparison with other terminal fields (no terminal field if not shown).
one,MOB,two,AUDd,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Price (1973) J. Comp. Neurol. 150:87-108.,other,"Not reported (observed). Confirms Fink-Heimer degeneration method (Heimer, 1968, see pp. 426-427). No commissural projections from the MOB have been reported in mammals (see Shipley et al., 2004, p. 937)."
one,MOB,one,AUDpo,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Schwob & Price (1978) Brain Res. 151:369-374.,other,See Figs. 1 & 2(P-9) for comparison with other terminal fields (no terminal field if not shown).
one,MOB,two,AUDpo,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Price (1973) J. Comp. Neurol. 150:87-108.,other,"Not reported (observed). Confirms Fink-Heimer degeneration method (Heimer, 1968, see pp. 426-427). No commissural projections from the MOB have been reported in mammals (see Shipley et al., 2004, p. 937)."
one,MOB,one,VISrl,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Schwob & Price (1978) Brain Res. 151:369-374.,other,See Figs. 1 & 2(P-9) for comparison with other terminal fields (no terminal field if not shown).
one,MOB,two,VISrl,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Price (1973) J. Comp. Neurol. 150:87-108.,other,"Not reported (observed). Confirms Fink-Heimer degeneration method (Heimer, 1968, see pp. 426-427). No commissural projections from the MOB have been reported in mammals (see Shipley et al., 2004, p. 937)."
one,MOB,one,VISal,retro,absent,yes,08 2016,small-med,med-large,"VISal, VISli",WGA-HRP,male,"Swanson, L.W.",,Miller & Vogt (1984) J. Comp. Neurol. 226:184-202.,other,"See Fig. 7, pp. 189-190."
one,MOB,two,VISal,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Price (1973) J. Comp. Neurol. 150:87-108.,other,"Not reported (observed). Confirms Fink-Heimer degeneration method (Heimer, 1968, see pp. 426-427). No commissural projections from the MOB have been reported in mammals (see Shipley et al., 2004, p. 937)."
one,MOB,one,VISlla,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Schwob & Price (1978) Brain Res. 151:369-374.,other,See Figs. 1 & 2(P-9) for comparison with other terminal fields (no terminal field if not shown).
one,MOB,two,VISlla,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Price (1973) J. Comp. Neurol. 150:87-108.,other,"Not reported (observed). Confirms Fink-Heimer degeneration method (Heimer, 1968, see pp. 426-427). No commissural projections from the MOB have been reported in mammals (see Shipley et al., 2004, p. 937)."
one,MOB,one,VISll,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Schwob & Price (1978) Brain Res. 151:369-374.,other,See Figs. 1 & 2(P-9) for comparison with other terminal fields (no terminal field if not shown).
one,MOB,two,VISll,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Price (1973) J. Comp. Neurol. 150:87-108.,other,"Not reported (observed). Confirms Fink-Heimer degeneration method (Heimer, 1968, see pp. 426-427). No commissural projections from the MOB have been reported in mammals (see Shipley et al., 2004, p. 937)."
one,MOB,one,VISli,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Schwob & Price (1978) Brain Res. 151:369-374.,other,See Figs. 1 & 2(P-9) for comparison with other terminal fields (no terminal field if not shown).
one,MOB,two,VISli,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Price (1973) J. Comp. Neurol. 150:87-108.,other,"Not reported (observed). Confirms Fink-Heimer degeneration method (Heimer, 1968, see pp. 426-427). No commissural projections from the MOB have been reported in mammals (see Shipley et al., 2004, p. 937)."
one,MOB,one,VISlm,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Schwob & Price (1978) Brain Res. 151:369-374.,other,See Figs. 1 & 2(P-9) for comparison with other terminal fields (no terminal field if not shown).
one,MOB,two,VISlm,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Price (1973) J. Comp. Neurol. 150:87-108.,other,"Not reported (observed). Confirms Fink-Heimer degeneration method (Heimer, 1968, see pp. 426-427). No commissural projections from the MOB have been reported in mammals (see Shipley et al., 2004, p. 937)."
one,MOB,one,VISpl,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Schwob & Price (1978) Brain Res. 151:369-374.,other,See Figs. 1 & 2(P-9) for comparison with other terminal fields (no terminal field if not shown).
one,MOB,two,VISpl,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Price (1973) J. Comp. Neurol. 150:87-108.,other,"Not reported (observed). Confirms Fink-Heimer degeneration method (Heimer, 1968, see pp. 426-427). No commissural projections from the MOB have been reported in mammals (see Shipley et al., 2004, p. 937)."
one,MOB,one,VISp,retro,absent,yes,08 2016,small-med,no,,WGA-HRP,male,"Swanson, L.W.",,Miller & Vogt (1984) J. Comp. Neurol. 226:184-202.,other,"See Fig. 2, pp. 186-188."
one,MOB,two,VISp,retro,absent,yes,06 2016,small-med,no,,WGA-HRP,unreported,"Swanson, L.W.",,Dreher et al. (1985) Aust. N.Z. J. Ophthal. 13:251-261.,other,"See p. 257 & Figs. 6, 7."
one,MOB,one,VISam,retro,absent,yes,08 2016,small-med,no,,WGA-HRP,male,"Swanson, L.W.",,Miller & Vogt (1984) J. Comp. Neurol. 226:184-202.,other,"See Fig. 10, pp. 190-196."
one,MOB,two,VISam,retro,absent,yes,08 2016,small-med,no,,WGA-HRP,male,"Swanson, L.W.",,Miller & Vogt (1984) J. Comp. Neurol. 226:184-202.,other,"See Fig. 10, pp. 190-196."
one,MOB,one,VISpm,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Schwob & Price (1978) Brain Res. 151:369-374.,other,See Figs. 1 & 2(P-9) for comparison with other terminal fields (no terminal field if not shown).
one,MOB,two,VISpm,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Price (1973) J. Comp. Neurol. 150:87-108.,other,"Not reported (observed). Confirms Fink-Heimer degeneration method (Heimer, 1968, see pp. 426-427). No commissural projections from the MOB have been reported in mammals (see Shipley et al., 2004, p. 937)."
one,MOB,one,NLOT3,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Price (1973) J. Comp. Neurol. 150:87-108.,other,"NLOT3 dendrites do not extend into NLOT1 (Millhouse & Uemura-Sumi, 1985, J. Comp. Neurol. 233:517-552), where axons from the MOB terminate (Price, 1973, J. Comp. Neurol. 150:87-108)."
one,MOB,two,NLOT3,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Price (1973) J. Comp. Neurol. 150:87-108.,other,"Not reported (observed). Confirms Fink-Heimer degeneration method (Heimer, 1968, see pp. 426-427). No commissural projections from the MOB have been reported in mammals (see Shipley et al., 2004, p. 937)."
one,MOB,one,BMAa,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Schwob & Price (1978) Brain Res. 151:369-374.,other,See Figs. 1 & 2(P-9) for comparison with other terminal fields (no terminal field if not shown).
one,MOB,two,BMAa,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Price (1973) J. Comp. Neurol. 150:87-108.,other,"Not reported (observed). Confirms Fink-Heimer degeneration method (Heimer, 1968, see pp. 426-427). No commissural projections from the MOB have been reported in mammals (see Shipley et al., 2004, p. 937)."
one,MOB,one,BMAp,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Schwob & Price (1978) Brain Res. 151:369-374.,other,See Figs. 1 & 2(P-9) for comparison with other terminal fields (no terminal field if not shown).
one,MOB,two,BMAp,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Price (1973) J. Comp. Neurol. 150:87-108.,other,"Not reported (observed). Confirms Fink-Heimer degeneration method (Heimer, 1968, see pp. 426-427). No commissural projections from the MOB have been reported in mammals (see Shipley et al., 2004, p. 937)."
one,MOB,one,BLAa,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Schwob & Price (1978) Brain Res. 151:369-374.,other,See Figs. 1 & 2(P-9) for comparison with other terminal fields (no terminal field if not shown).
one,MOB,two,BLAa,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Price (1973) J. Comp. Neurol. 150:87-108.,other,"Not reported (observed). Confirms Fink-Heimer degeneration method (Heimer, 1968, see pp. 426-427). No commissural projections from the MOB have been reported in mammals (see Shipley et al., 2004, p. 937)."
one,MOB,one,BLAp,retro,absent,yes,03 2016,large,small-med,BLAa,HRP,unreported,"Bota, M.","Swanson, L.W.",Ottersen (1982) J. Comp. Neurol. 205:30-48.,other,Bota et al. (2015). See p. 35.
one,MOB,two,BLAp,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Price (1973) J. Comp. Neurol. 150:87-108.,other,"Not reported (observed). Confirms Fink-Heimer degeneration method (Heimer, 1968, see pp. 426-427). No commissural projections from the MOB have been reported in mammals (see Shipley et al., 2004, p. 937)."
one,MOB,one,LA,retro,absent,yes,03 2016,large,no,,HRP,unreported,"Bota, M.","Swanson, L.W.",Ottersen (1982) J. Comp. Neurol. 205:30-48.,other,Bota et al. (2015).
one,MOB,two,LA,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Price (1973) J. Comp. Neurol. 150:87-108.,other,"Not reported (observed). Confirms Fink-Heimer degeneration method (Heimer, 1968, see pp. 426-427). No commissural projections from the MOB have been reported in mammals (see Shipley et al., 2004, p. 937)."
one,MOB,one,PA,retro,absent,yes,03 2016,small-med,no,,Fluoro-Gold,male,"Bota, M.","SWanson, L.W.",Canteras et al. (1992) J. Comp. Neurol. 324:143-179.,Swanson BM1 (1992),Bota et al. (2015).
one,MOB,two,PA,retro,absent,yes,03 2016,small-med,no,,Fluoro-Gold,male,"Swanson, L.W.",,Canteras et al. (1992) J. Comp. Neurol. 324:143-179.,Swanson BM1 (1992),See p. 153.
one,MOB,one,EPv,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Schwob & Price (1978) Brain Res. 151:369-374.,other,See Figs. 1 & 2(P-9) for comparison with other terminal fields (no terminal field if not shown).
one,MOB,two,EPv,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Price (1973) J. Comp. Neurol. 150:87-108.,other,"Not reported (observed). Confirms Fink-Heimer degeneration method (Heimer, 1968, see pp. 426-427). No commissural projections from the MOB have been reported in mammals (see Shipley et al., 2004, p. 937)."
one,MOB,one,EPd,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Schwob & Price (1978) Brain Res. 151:369-374.,other,See Figs. 1 & 2(P-9) for comparison with other terminal fields (no terminal field if not shown).
one,MOB,two,EPd,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Price (1973) J. Comp. Neurol. 150:87-108.,other,"Not reported (observed). Confirms Fink-Heimer degeneration method (Heimer, 1968, see pp. 426-427). No commissural projections from the MOB have been reported in mammals (see Shipley et al., 2004, p. 937)."
one,MOB,one,CLA,retro,absent,yes,03 2016,small-med,no,,Fluoro-Gold,male,"Bota, M.","Swanson, L.W.",Zhang et al. (2001) J. Neurosci. 21:3674-3687.,Paxinos & Watson (1998),Bota et al. (2015).
one,MOB,two,CLA,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Price (1973) J. Comp. Neurol. 150:87-108.,other,"Not reported (observed). Confirms Fink-Heimer degeneration method (Heimer, 1968, see pp. 426-427). No commissural projections from the MOB have been reported in mammals (see Shipley et al., 2004, p. 937)."
one,MOB,one,6b,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Schwob & Price (1978) Brain Res. 151:369-374.,other,See Figs. 1 & 2(P-9) for comparison with other terminal fields (no terminal field if not shown).
one,MOB,two,6b,antero,absent,yes,08 2016,medium,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Price (1973) J. Comp. Neurol. 150:87-108.,other,"Not reported (observed). Confirms Fink-Heimer degeneration method (Heimer, 1968, see pp. 426-427). No commissural projections from the MOB have been reported in mammals (see Shipley et al., 2004, p. 937)."
